pet_id,color,sex,age,size,hair_length,special_needs_p,purebred_p,shots_current_p,housetrained_p,declawed_p,good_with_kids_p,good_with_dogs_p,good_with_cats_p,spayed_neutered_p
25886175,Brindle - with White,f,young,Med. 26-60 lbs (12-27 kg),,f,f,t,,,t,t,,t
25886178,Brown/Chocolate,f,puppy,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,f
25886185,"Black - with Tan, Yellow or Fawn",m,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,,,t,t,t,t
25886187,"Black - with Tan, Yellow or Fawn",f,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,,,,,,t
25886190,Brindle - with White,f,young,Med. 26-60 lbs (12-27 kg),,f,f,t,,,t,t,,t
25886192,"Black - with Tan, Yellow or Fawn",m,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,,,t,t,t,t
25886215,"Black - with Tan, Yellow or Fawn",m,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,,,,,,t
25886217,Brindle - with White,f,young,Med. 26-60 lbs (12-27 kg),,f,f,t,,,t,t,,t
25886218,"Black - with Tan, Yellow or Fawn",m,young,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,t,t
25886221,"Black - with Tan, Yellow or Fawn",f,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,,,,,,t
25886223,White,m,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
25886225,Tricolor (Tan/Brown & Black & White),m,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,,,t,t,t,t
25886227,Brindle - with White,f,young,Med. 26-60 lbs (12-27 kg),,f,f,t,,,t,t,,t
25886234,"Black - with Tan, Yellow or Fawn",f,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,,,,,,t
25886243,"Black - with Tan, Yellow or Fawn",m,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,,,t,t,t,t
25886246,Black - with White,f,adult,Small 25 lbs (11 kg) or less,,f,f,t,t,f,t,t,t,t
25886254,White,m,puppy,Small 25 lbs (11 kg) or less,,f,f,t,,,t,t,,t
25886264,"White - with Tan, Yellow or Fawn",m,adult,Small 25 lbs (11 kg) or less,,f,f,t,f,,t,t,t,t
25886284,Tan/Yellow/Fawn,f,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,f
25886310,Brown/Chocolate,f,puppy,Large 61-100 lbs (28-45 kg),,,,t,,,t,t,,
25886313,Brown/Chocolate - with White,m,puppy,Large 61-100 lbs (28-45 kg),,,,t,,,t,t,,
25886316,Brown/Chocolate - with White,m,puppy,Large 61-100 lbs (28-45 kg),,,,t,,,t,t,,
25886326,Brown/Chocolate,f,puppy,Small 25 lbs (11 kg) or less,,,f,,,,,,,f
25886327,Brown/Chocolate,f,puppy,Small 25 lbs (11 kg) or less,,,f,,,,,,,f
25886329,Brown/Chocolate,f,puppy,Small 25 lbs (11 kg) or less,,,f,,,,,,,f
25886335,Black,m,senior,,,,t,t,,,t,t,t,t
25886349,"Black - with Brown, Red, Golden, Orange or Chestnut",f,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,,t,,f
25886352,Brown/Chocolate,m,young,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,f
25886357,,m,adult,Large 61-100 lbs (28-45 kg),,,,t,,,t,t,t,
25886358,White,m,,Large 61-100 lbs (28-45 kg),,,,t,,,t,t,,t
25886362,Tan/Yellow/Fawn,f,puppy,Small 25 lbs (11 kg) or less,,f,f,t,f,,t,t,,t
25886365,Black - with White,f,adult,,,,,t,,,t,t,t,t
25886372,Brindle - with White,m,adult,X-Large 101 lbs (46 kg) or more,,f,f,t,,f,,,,t
25886438,"Black - with Tan, Yellow or Fawn",m,young,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,t,t
25886445,Tan/Yellow/Fawn,m,adult,Large 61-100 lbs (28-45 kg),,,f,,,,,,,t
25886453,Tan/Yellow/Fawn,m,puppy,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,f
25886461,White,m,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
25886465,Black - with White,f,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,t,t,t,f
25886466,Black,f,adult,Large 61-100 lbs (28-45 kg),,,f,,,,,,,t
25886469,Brindle - with White,f,puppy,Med. 26-60 lbs (12-27 kg),,f,f,,f,f,t,t,,t
25886486,Brown/Chocolate,f,adult,,,f,t,,,,,,,t
25886502,White,f,puppy,,,f,f,t,,f,,,,t
25886504,White,m,puppy,,,f,f,t,,f,,,,t
25886535,Tan/Yellow/Fawn - with Black,f,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,t,t,t,f
25886549,Brown/Chocolate,f,puppy,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
25886554,Brindle,m,adult,Small 25 lbs (11 kg) or less,,,f,,,,,,,f
25886561,Gray/Blue/Silver/Salt & Pepper,m,adult,Large 61-100 lbs (28-45 kg),,,f,,,,,,,t
25886563,Brown/Chocolate,f,senior,Large 61-100 lbs (28-45 kg),,,f,,,,,,,t
25886580,Black,f,adult,Large 61-100 lbs (28-45 kg),,,,t,,,,t,,t
25886585,Brown/Chocolate - with Black,m,puppy,,,,,t,,,t,t,,
25886591,Tricolor (Tan/Brown & Black & White),m,puppy,Large 61-100 lbs (28-45 kg),,f,f,t,f,,t,t,t,f
25886601,Brindle,m,puppy,Large 61-100 lbs (28-45 kg),,f,f,t,f,,t,t,t,f
25886605,Tan/Yellow/Fawn,f,puppy,Small 25 lbs (11 kg) or less,,f,f,t,f,,t,t,,t
25886627,Red/Golden/Orange/Chestnut,m,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,,,,t
25886637,Tan/Yellow/Fawn,f,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,t,t
25886639,Tan/Yellow/Fawn,m,young,Med. 26-60 lbs (12-27 kg),,f,f,t,t,f,t,t,t,t
25886657,Red/Golden/Orange/Chestnut - with White,m,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,t,t,t,f
25886683,Tan/Yellow/Fawn - with Black,m,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,t,t,t,t
25886686,Tan/Yellow/Fawn,f,young,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
25886723,"White - with Tan, Yellow or Fawn",f,young,Small 25 lbs (11 kg) or less,,f,f,t,t,,t,t,t,t
25886803,Tan/Yellow/Fawn,f,young,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,f
25886823,Tan/Yellow/Fawn - with White,f,young,Small 25 lbs (11 kg) or less,,f,f,t,f,,t,t,,t
25886839,Brown/Chocolate,f,young,Large 61-100 lbs (28-45 kg),,,f,,,,,,,t
25886890,Brown/Chocolate,m,puppy,Small 25 lbs (11 kg) or less,,,f,,,,,,,f
25886891,Brown/Chocolate,m,puppy,Small 25 lbs (11 kg) or less,,,f,,,,,,,f
25886895,Black,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,,t,,t
25886929,Gray/Blue/Silver/Salt & Pepper,f,adult,Large 61-100 lbs (28-45 kg),,,f,,,,,,,t
25886930,Brindle,f,adult,Large 61-100 lbs (28-45 kg),,,f,,,,,,,f
25886944,Black,f,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,f
25886947,Black,f,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,f
25886955,"White - with Red, Golden, Orange or Chestnut",m,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,,t,,t
25886972,Black - with White,m,puppy,Large 61-100 lbs (28-45 kg),,f,f,t,f,,t,t,t,t
25886989,Brown/Chocolate,f,puppy,Large 61-100 lbs (28-45 kg),,,f,,,,,,,f
25887018,Tricolor (Tan/Brown & Black & White),f,adult,Small 25 lbs (11 kg) or less,,f,f,t,t,,t,t,,t
25887027,Red/Golden/Orange/Chestnut,f,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
25887056,Black,m,puppy,Small 25 lbs (11 kg) or less,,,f,,,,,,,f
25887058,Brown/Chocolate,f,puppy,Small 25 lbs (11 kg) or less,,,f,,,,,,,f
25887059,Brown/Chocolate,f,puppy,Small 25 lbs (11 kg) or less,,,f,,,,,,,f
25887064,Red/Golden/Orange/Chestnut,f,adult,Small 25 lbs (11 kg) or less,,t,f,t,f,,,t,t,t
25887125,White,f,adult,Small 25 lbs (11 kg) or less,,,f,,,,,,,t
25887126,"Black - with Brown, Red, Golden, Orange or Chestnut",m,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,,,,t
25887129,"Black - with Tan, Yellow or Fawn",f,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,,,,t
25887141,Black - with White,m,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,,,,t
25887150,Brown/Chocolate - with White,m,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,,,,t
25887156,Tan/Yellow/Fawn,m,adult,Small 25 lbs (11 kg) or less,,,f,,,,,,,f
25887163,Black - with White,m,puppy,Small 25 lbs (11 kg) or less,,f,f,t,f,,,,,t
25887194,Tan/Yellow/Fawn,f,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,t,t,t,t
25887212,,m,adult,,,f,f,,f,f,,,,t
25887243,Brown/Chocolate - with Tan,m,adult,Large 61-100 lbs (28-45 kg),,f,t,t,t,,,,,t
25887254,,f,senior,,,f,f,,f,f,,,,t
25887267,Brown/Chocolate,f,adult,Large 61-100 lbs (28-45 kg),,,f,,,,,,,t
25887283,,f,adult,Large 61-100 lbs (28-45 kg),,f,f,,f,f,,,,t
25887310,Brindle,m,young,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,f
25887318,Brown/Chocolate - with Black,m,young,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,,f
25887336,Red/Golden/Orange/Chestnut - with White,f,puppy,Large 61-100 lbs (28-45 kg),,f,f,t,f,,t,t,t,t
25887342,Black,f,senior,Small 25 lbs (11 kg) or less,,,f,,,,,,,t
25887386,Black,m,young,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,t,t,,t
25887413,,f,adult,Med. 26-60 lbs (12-27 kg),,f,f,,f,f,,,,t
25887464,Black - with White,m,senior,Small 25 lbs (11 kg) or less,,f,f,t,f,,,t,t,t
25887474,,m,adult,,,f,f,,t,f,,,,t
25887476,,m,adult,,,f,f,,f,f,,,,f
25887500,Tan/Yellow/Fawn,m,adult,Small 25 lbs (11 kg) or less,,f,f,t,t,,f,t,,t
25887611,"Black - with Brown, Red, Golden, Orange or Chestnut",f,puppy,Small 25 lbs (11 kg) or less,,f,f,t,,,,t,,t
25887621,,m,,,,f,f,,f,f,f,,,t
25887645,,f,puppy,,,f,f,,f,f,,,,f
25887646,,m,puppy,,,f,f,,f,f,,,,f
25887648,,m,puppy,,,f,f,,f,f,,,,f
25887705,Tan/Yellow/Fawn - with White,m,puppy,Small 25 lbs (11 kg) or less,,f,f,t,f,,,,,t
25887709,White,f,adult,Large 61-100 lbs (28-45 kg),,,f,,,,,,,f
25887761,Tricolor (Tan/Brown & Black & White),m,senior,Small 25 lbs (11 kg) or less,,t,f,t,t,,f,,,t
25887763,Tan/Yellow/Fawn - with White,f,puppy,Small 25 lbs (11 kg) or less,,f,f,t,f,,,,,t
25887767,Brown/Chocolate,m,young,Large 61-100 lbs (28-45 kg),,,f,,,,,,,t
25887795,Red/Golden/Orange/Chestnut,m,adult,Small 25 lbs (11 kg) or less,,f,f,t,t,f,t,t,t,t
25887811,,f,,,,f,t,,,,,,,
25887823,Black,m,adult,Large 61-100 lbs (28-45 kg),,,,,,,,,,t
25887828,Black,f,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,f
25887836,Gray/Blue/Silver/Salt & Pepper,m,adult,Large 61-100 lbs (28-45 kg),,f,f,,,,,,,t
25887860,Tan/Yellow/Fawn - with White,f,puppy,Small 25 lbs (11 kg) or less,,f,f,t,f,,,,,t
25887878,Black - with White,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,t,t
25887888,,m,puppy,,,f,f,,f,f,,,,t
25887924,Black,m,puppy,Large 61-100 lbs (28-45 kg),,f,f,t,f,f,t,t,t,f
25887926,Black,f,puppy,Large 61-100 lbs (28-45 kg),,f,f,t,f,f,t,t,t,f
25887927,Black,f,puppy,Large 61-100 lbs (28-45 kg),,f,f,t,f,f,t,t,t,f
25887928,Black,m,puppy,Large 61-100 lbs (28-45 kg),,f,f,t,f,f,t,t,t,f
25887937,Black - with White,f,puppy,Small 25 lbs (11 kg) or less,,f,f,t,f,,,t,t,t
25887946,Gray/Blue/Silver/Salt & Pepper,f,adult,Large 61-100 lbs (28-45 kg),,,f,,,,,,,f
25887974,Brindle,f,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,,f,,,,t
25887978,Tan/Yellow/Fawn,f,adult,Small 25 lbs (11 kg) or less,,,f,,,,,,,t
25887993,,m,adult,,,f,t,,,,,,,
25888009,White,m,young,Large 61-100 lbs (28-45 kg),,,f,,,,,,f,t
25888010,Black,f,young,Med. 26-60 lbs (12-27 kg),,f,f,t,t,f,t,t,,t
25888024,Tricolor (Tan/Brown & Black & White),f,puppy,Small 25 lbs (11 kg) or less,,f,f,,t,f,t,t,t,t
25888028,Brindle,m,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,f,f,t,t,t,f
25888048,Black,f,adult,Large 61-100 lbs (28-45 kg),,f,t,t,t,,t,t,t,t
25888064,Black - with White,m,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,,f,t,t,,t
25888068,White - with Black,m,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,,f,t,t,,t
25888072,Tan/Yellow/Fawn - with White,f,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,t,t,,t
25888094,White - with Black,f,young,Med. 26-60 lbs (12-27 kg),,f,f,,f,f,t,t,t,t
25888117,White - with Gray or Silver,m,adult,Small 25 lbs (11 kg) or less,,f,t,,f,,,t,t,t
25888121,Merle,m,adult,X-Large 101 lbs (46 kg) or more,,f,t,t,t,,,t,,t
25888123,Brown/Chocolate - with Black,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,,,,,,,
25888135,"Black - with Tan, Yellow or Fawn",m,adult,Small 25 lbs (11 kg) or less,,f,t,t,t,,,t,,t
25888175,Tan/Yellow/Fawn,m,adult,Small 25 lbs (11 kg) or less,,t,f,t,f,f,,t,,t
25888182,Red/Golden/Orange/Chestnut,m,adult,Large 61-100 lbs (28-45 kg),,,f,,,,,,,f
25888242,,m,puppy,Med. 26-60 lbs (12-27 kg),,f,f,,,,,,,t
25888318,,f,puppy,Large 61-100 lbs (28-45 kg),,f,f,t,,,t,t,,t
25888340,Black,m,puppy,Small 25 lbs (11 kg) or less,,,f,,,,,,,t
25888344,Tan/Yellow/Fawn,f,adult,Large 61-100 lbs (28-45 kg),,,f,,,,,,,f
25888346,"Black - with Brown, Red, Golden, Orange or Chestnut",f,adult,Large 61-100 lbs (28-45 kg),,f,t,t,t,,t,t,,t
25888362,"Black - with Brown, Red, Golden, Orange or Chestnut",m,adult,X-Large 101 lbs (46 kg) or more,,f,t,t,t,,t,t,,t
25888383,Tan/Yellow/Fawn,f,puppy,Small 25 lbs (11 kg) or less,,,f,,,,,,,f
25888384,Tan/Yellow/Fawn,m,puppy,Small 25 lbs (11 kg) or less,,,f,,,,,,,f
25888391,Tan/Yellow/Fawn,f,young,Small 25 lbs (11 kg) or less,,f,f,f,t,f,,,,f
25888396,Black,m,adult,Med. 26-60 lbs (12-27 kg),,,,,,,,,,t
25888409,Black,m,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
25888415,Red/Golden/Orange/Chestnut,f,adult,Med. 26-60 lbs (12-27 kg),,f,t,t,t,,f,f,t,t
25888421,White - with Gray or Silver,m,puppy,Large 61-100 lbs (28-45 kg),,f,f,t,t,,t,t,,t
25888424,Brown/Chocolate,f,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
25888440,Tan/Yellow/Fawn,f,young,Small 25 lbs (11 kg) or less,,f,f,f,t,f,,,,f
25888441,Tan/Yellow/Fawn,f,young,Small 25 lbs (11 kg) or less,,f,f,f,t,f,,,,f
25888444,Tan/Yellow/Fawn,f,young,Small 25 lbs (11 kg) or less,,f,f,f,t,f,,,,f
25888446,Tan/Yellow/Fawn,f,young,Small 25 lbs (11 kg) or less,,f,f,f,t,f,,,,f
25888448,Tan/Yellow/Fawn,f,young,Small 25 lbs (11 kg) or less,,f,f,f,t,f,,,,f
25888449,Tan/Yellow/Fawn,f,young,Small 25 lbs (11 kg) or less,,f,f,f,t,f,,,,f
25888453,Tan/Yellow/Fawn,f,young,Small 25 lbs (11 kg) or less,,f,f,f,t,f,,,,f
25888507,,f,adult,Large 61-100 lbs (28-45 kg),,f,f,t,t,f,t,f,f,t
25888519,White,m,adult,Large 61-100 lbs (28-45 kg),,,f,,,,,,,f
25888520,White,f,adult,Large 61-100 lbs (28-45 kg),,,f,,t,,,,,f
25888543,Tan/Yellow/Fawn,m,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
25888553,,f,young,Med. 26-60 lbs (12-27 kg),,f,f,t,,,t,t,,t
25888564,Tan/Yellow/Fawn - with White,f,puppy,,,f,f,t,,,t,t,t,
25888565,Tan/Yellow/Fawn,f,young,Small 25 lbs (11 kg) or less,,f,f,f,t,f,,,,f
25888580,Black,f,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,f,t,t,t,t
25888603,,m,puppy,,,f,f,,f,f,,,,t
25888611,,f,young,,,f,f,,f,f,,,,t
25888641,White - with Brown or Chocolate,f,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,,t
25888642,Tan/Yellow/Fawn,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,,t
25888652,,m,puppy,Med. 26-60 lbs (12-27 kg),,f,f,,,,,t,,t
25888653,Tricolor (Tan/Brown & Black & White),f,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,,t
25888659,Black - with Gray or Silver,m,adult,Large 61-100 lbs (28-45 kg),,f,t,t,,f,,,,t
25888670,Tan/Yellow/Fawn,m,adult,Small 25 lbs (11 kg) or less,,,f,,,,,,,t
25888674,Black - with White,f,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,t,t,t,t
25888677,"White - with Tan, Yellow or Fawn",m,young,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,,t
25888678,Gray/Blue/Silver/Salt & Pepper,m,senior,Small 25 lbs (11 kg) or less,,f,f,t,f,,,t,t,t
25888728,Tan/Yellow/Fawn,f,adult,Large 61-100 lbs (28-45 kg),,f,f,t,t,,t,t,f,t
25888734,Black,f,adult,Large 61-100 lbs (28-45 kg),,,f,,,,,,,t
25888745,Tan/Yellow/Fawn - with Black,m,adult,Large 61-100 lbs (28-45 kg),,f,f,t,t,,t,t,f,t
25888755,Red/Golden/Orange/Chestnut,m,adult,Large 61-100 lbs (28-45 kg),,f,t,f,f,,f,t,f,f
25888761,Tan/Yellow/Fawn,m,adult,Large 61-100 lbs (28-45 kg),,,f,,,,,,,t
25888772,Black - with White,f,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,,,,t
25888796,,f,puppy,Small 25 lbs (11 kg) or less,,,t,t,t,,t,t,,
25888802,White,m,young,Small 25 lbs (11 kg) or less,,f,f,t,,,,t,,t
25888851,Tan/Yellow/Fawn - with Black,f,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,t,t,t,t
25888876,White,f,senior,Small 25 lbs (11 kg) or less,,t,t,t,t,,t,t,t,t
25888879,,f,young,Med. 26-60 lbs (12-27 kg),,f,f,t,t,f,t,t,t,t
25888896,Brown/Chocolate - with White,m,puppy,Med. 26-60 lbs (12-27 kg),,f,f,f,f,,,,,f
25888901,Brown/Chocolate,f,puppy,Small 25 lbs (11 kg) or less,,,f,,,,,,,f
25889052,Brown/Chocolate - with Black,f,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,t,t
25889065,White - with Brown or Chocolate,m,young,Med. 26-60 lbs (12-27 kg),,f,t,t,t,,t,t,,t
25889078,Black,m,puppy,Large 61-100 lbs (28-45 kg),,,t,,t,,,,f,t
25889096,Black,f,puppy,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
25889100,White - with Brown or Chocolate,f,senior,Small 25 lbs (11 kg) or less,,f,f,t,t,,t,t,t,t
25889106,,f,puppy,Med. 26-60 lbs (12-27 kg),,,,t,t,,t,t,t,
25889138,Brown/Chocolate,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,f,f,,,,,f
25889150,,m,adult,Large 61-100 lbs (28-45 kg),,f,f,,f,f,,,,t
25889156,,m,young,Small 25 lbs (11 kg) or less,,f,f,,f,f,,,,t
25889172,,m,,,,f,f,,t,f,t,t,,t
25889174,,f,puppy,Small 25 lbs (11 kg) or less,,f,f,,f,f,,,,t
25889205,White,m,young,Small 25 lbs (11 kg) or less,,f,f,f,f,,,,,f
25889218,"Black - with Brown, Red, Golden, Orange or Chestnut",m,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,t,f
25889226,,f,senior,,,f,f,,f,f,,,,t
25889233,"White - with Tan, Yellow or Fawn",m,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,,t,,t
25889236,White,f,senior,Small 25 lbs (11 kg) or less,,f,f,t,t,,,t,,t
25889239,"Black - with Brown, Red, Golden, Orange or Chestnut",m,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,t,f
25889254,"Black - with Brown, Red, Golden, Orange or Chestnut",m,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,t,f
25889258,Brown/Chocolate,m,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,,,,,,t
25889291,Red/Golden/Orange/Chestnut - with White,f,young,Med. 26-60 lbs (12-27 kg),,f,f,t,,,,t,,t
25889292,Red/Golden/Orange/Chestnut - with White,f,young,Med. 26-60 lbs (12-27 kg),,f,f,t,,,,t,,t
25889306,"Black - with Brown, Red, Golden, Orange or Chestnut",f,puppy,Med. 26-60 lbs (12-27 kg),,,,t,,,t,t,t,
25889318,Brown/Chocolate,m,puppy,Med. 26-60 lbs (12-27 kg),,,,t,,,t,t,,
25889322,"Black - with Brown, Red, Golden, Orange or Chestnut",f,puppy,Med. 26-60 lbs (12-27 kg),,,,t,,,t,t,t,
25889326,Black,f,adult,,,,,t,,,t,t,t,t
25889330,Black,m,adult,,,,,t,,,t,t,t,t
25889350,White,f,young,Small 25 lbs (11 kg) or less,,f,t,t,t,,,t,t,t
25889355,Red/Golden/Orange/Chestnut - with White,m,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,t,t,,f
25889357,"Black - with Brown, Red, Golden, Orange or Chestnut",m,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,t,f
25889358,White,f,young,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,,f
25889359,"Black - with Brown, Red, Golden, Orange or Chestnut",m,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,t,f
25889386,"Black - with Brown, Red, Golden, Orange or Chestnut",m,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,t,f
25889421,Black,f,adult,Small 25 lbs (11 kg) or less,,f,t,,,,,,,f
25889428,White,m,young,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,,f
25889429,White - with Black,f,puppy,Med. 26-60 lbs (12-27 kg),,f,f,f,f,,,,,t
25889458,Black,f,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,t,t,t,t
25889460,Brown/Chocolate - with Black,f,young,Med. 26-60 lbs (12-27 kg),,t,f,t,f,,t,t,t,t
25889490,White - with Brown or Chocolate,f,puppy,Small 25 lbs (11 kg) or less,,f,f,f,f,,t,t,,t
25889497,Tan/Yellow/Fawn,f,puppy,Small 25 lbs (11 kg) or less,,f,f,t,f,,t,t,,f
25889500,Tricolor (Tan/Brown & Black & White),m,adult,Small 25 lbs (11 kg) or less,,f,f,t,t,,t,t,t,t
25889501,Tan/Yellow/Fawn - with Black,f,adult,Large 61-100 lbs (28-45 kg),,f,t,t,t,,,,,t
25889524,Tricolor (Tan/Brown & Black & White),f,adult,Small 25 lbs (11 kg) or less,,f,f,t,t,,t,,,t
25889528,Black - with White,f,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,,,,t
25889529,Black,m,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,t,t,t,t
25889557,,f,young,Med. 26-60 lbs (12-27 kg),,f,f,t,,f,t,t,,f
25889575,Black - with White,m,adult,Large 61-100 lbs (28-45 kg),,f,f,t,f,,,,,t
25889647,Red/Golden/Orange/Chestnut,f,puppy,Small 25 lbs (11 kg) or less,,f,f,f,f,,,,,t
25889648,White - with Gray or Silver,f,puppy,Small 25 lbs (11 kg) or less,,f,f,t,f,,t,t,t,t
25889656,White,f,young,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,,t,,t
25889673,Gray/Silver/Salt & Pepper - with White,m,young,Large 61-100 lbs (28-45 kg),,f,f,t,f,,,,,t
25889699,White,m,adult,Small 25 lbs (11 kg) or less,,f,t,t,t,,f,t,f,t
25889700,"Black - with Tan, Yellow or Fawn",f,adult,Small 25 lbs (11 kg) or less,,f,f,t,t,,t,t,,t
25889704,"Black - with Tan, Yellow or Fawn",m,adult,Small 25 lbs (11 kg) or less,,f,f,t,t,,t,t,,t
25889758,Gray/Blue/Silver/Salt & Pepper,m,young,Med. 26-60 lbs (12-27 kg),,f,t,,,,,,,t
25889778,Merle,f,adult,Large 61-100 lbs (28-45 kg),,f,f,t,t,f,t,t,,t
25889835,Tricolor (Tan/Brown & Black & White),m,puppy,Small 25 lbs (11 kg) or less,,f,f,t,f,,,t,t,t
25889836,Brown/Chocolate - with White,m,adult,Med. 26-60 lbs (12-27 kg),,f,t,,f,,t,t,,t
25889850,Merle,f,young,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,t,t
25889860,Brown/Chocolate,f,adult,Small 25 lbs (11 kg) or less,,f,t,,,,,,,t
25889865,"White - with Red, Golden, Orange or Chestnut",f,puppy,Med. 26-60 lbs (12-27 kg),,f,f,,f,,t,t,t,t
25889895,,m,adult,Small 25 lbs (11 kg) or less,,f,t,t,,,t,t,,
25889897,"Black - with Tan, Yellow or Fawn",f,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,f,t,t,,
25889898,"Black - with Tan, Yellow or Fawn",f,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,f,f,t,t,,f
25889910,,f,adult,Small 25 lbs (11 kg) or less,,f,f,,,,,,,
25889947,Black,m,puppy,Large 61-100 lbs (28-45 kg),,f,f,t,,,t,t,t,
25889949,White - with Gray or Silver,m,puppy,Large 61-100 lbs (28-45 kg),,f,f,t,,,t,t,t,
25889961,White,m,young,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,f,,t
25889965,Merle,m,puppy,Med. 26-60 lbs (12-27 kg),,f,t,t,t,,f,t,t,t
25889974,"White - with Tan, Yellow or Fawn",f,young,Large 61-100 lbs (28-45 kg),,f,f,f,t,,t,,t,t
25889975,"Black - with Brown, Red, Golden, Orange or Chestnut",m,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,,t
25890051,Tricolor (Tan/Brown & Black & White),f,adult,Small 25 lbs (11 kg) or less,,f,t,,t,,t,t,,t
25890052,Merle,m,adult,Med. 26-60 lbs (12-27 kg),,f,t,,t,,t,t,,t
